SeqId,BubbleSortNComp,BubbleSortTns,HeapSortNComp,HeapSortTns,
seq_700_73,244650,2919374,8070,128652,
seq_700_74,244650,2393277,8058,126993,
seq_700_75,244650,2031151,8055,105492,
seq_700_76,244650,4576412,8098,129544,
seq_700_77,244650,2240554,8090,106289,
seq_700_78,244650,2034225,8092,106891,
seq_700_79,244650,2598942,8090,107061,
seq_700_80,244650,2163780,8064,105285,
seq_700_81,244650,2385877,8054,121795,
seq_700_82,244650,2514300,8083,254162,
seq_700_83,244650,2457897,8094,140389,
seq_700_84,244650,4084004,8100,223519,
seq_700_85,244650,3709640,8060,210548,
seq_700_86,244650,4803738,8108,204048,
seq_700_87,244650,2054170,8080,105766,
seq_700_88,244650,3190800,8131,451461,
seq_700_89,244650,2181153,8061,111896,
seq_700_90,244650,2208940,8078,126345,
seq_700_91,244650,2661308,8061,123019,
seq_700_92,244650,2125262,8066,140046,
seq_700_93,244650,2386076,8074,122449,
seq_700_94,244650,2816419,8132,124490,
seq_700_95,244650,2872398,8081,122100,
seq_700_96,244650,3660026,8026,218974,
seq_700_97,244650,2208551,8116,117413,
seq_700_98,244650,2089569,8055,106280,
seq_700_99,244650,3324599,7995,935908,
seq_750_0,280875,2434826,8771,115096,
seq_750_1,280875,5939057,8772,353275,
seq_750_2,280875,3981068,8782,191175,
seq_750_3,280875,4176967,8741,134813,
seq_750_4,280875,2568404,8759,115068,
seq_750_5,280875,2823798,8771,131283,
seq_750_6,280875,3132280,8702,114784,
seq_750_7,280875,2703415,8767,114359,
seq_750_8,280875,3909333,8806,154310,
seq_750_9,280875,3132666,8839,114698,
seq_750_10,280875,4133225,8793,261945,
seq_750_11,280875,2957936,8778,115917,
seq_750_12,280875,3427751,8805,208443,
seq_750_13,280875,3124066,8740,139682,
seq_750_14,280875,2912875,8789,115449,
seq_750_15,280875,3734155,8762,116466,
seq_750_16,280875,3286975,8787,127838,
seq_750_17,280875,5186779,8776,133840,
seq_750_18,280875,3630592,8690,131221,
seq_750_19,280875,4216133,8758,335782,
seq_750_20,280875,5491435,8769,131297,
seq_750_21,280875,3409902,8743,165127,
seq_750_22,280875,3213633,8797,115573,
seq_750_23,280875,4394407,8807,116919,
seq_750_24,280875,3036979,8770,140988,
seq_750_25,280875,4525803,8780,147210,
seq_750_26,280875,3457222,8742,146917,
seq_750_27,280875,3399321,8780,155282,
seq_750_28,280875,3267949,8810,132447,
seq_750_29,280875,3144145,8737,132029,
seq_750_30,280875,3662711,8782,133022,
seq_750_31,280875,8125386,8723,148586,
seq_750_32,280875,3357740,8782,133550,
seq_750_33,280875,3200244,8771,131475,
seq_750_34,280875,3820614,8732,131017,
seq_750_35,280875,3486645,8731,130935,
seq_750_36,280875,5778432,8823,231313,
seq_750_37,280875,3137434,8774,131977,
seq_750_38,280875,8828296,8798,132247,
seq_750_39,280875,3326289,8803,130583,
seq_750_40,280875,4091685,8775,184018,
seq_750_41,280875,3172724,8770,241907,
seq_750_42,280875,3300470,8748,130370,
seq_750_43,280875,8057901,8798,132954,
seq_750_44,280875,3310780,8820,130813,
seq_750_45,280875,6684001,8756,246076,
seq_750_46,280875,3617923,8718,130864,
seq_750_47,280875,7072736,8770,271022,
seq_750_48,280875,3164062,8810,135525,
seq_750_49,280875,3352072,8777,137072,
seq_750_50,280875,5423625,8736,172497,
seq_750_51,280875,3415577,8775,132311,
seq_750_52,280875,8629757,8813,131613,
seq_750_53,280875,3166377,8794,130551,
seq_750_54,280875,14347807,8802,1071028,
seq_750_55,280875,5306321,8751,248875,
seq_750_56,280875,6382915,8773,333562,
seq_750_57,280875,3857346,8848,213827,
seq_750_58,280875,3363507,8786,131774,
seq_750_59,280875,7182536,8777,229009,
seq_750_60,280875,3222228,8766,131257,
seq_750_61,280875,5641403,8751,225194,
seq_750_62,280875,3606268,8764,131440,
seq_750_63,280875,6339299,8773,132250,
seq_750_64,280875,3494179,8770,132421,
seq_750_65,280875,4986050,8779,142078,
seq_750_66,280875,3355283,8777,131468,
seq_750_67,280875,3157392,8782,132302,
seq_750_68,280875,3344408,8770,132017,
seq_750_69,280875,3164889,8780,131790,
seq_750_70,280875,3543691,8772,251742,
seq_750_71,280875,3562083,8770,235511,
seq_750_72,280875,7524034,8755,131904,
seq_750_73,280875,3780848,8742,130627,
seq_750_74,280875,4343800,8796,136883,
seq_750_75,280875,3752748,8739,235874,
seq_750_76,280875,3256850,8771,130915,
seq_750_77,280875,4319269,8791,210134,
seq_750_78,280875,3478712,8773,131156,
seq_750_79,280875,3704475,8756,221310,
seq_750_80,280875,3205519,8794,138285,
seq_750_81,280875,3641462,8831,251258,
seq_750_82,280875,3179418,8792,132186,
seq_750_83,280875,23869248,8761,324654,
seq_750_84,280875,5112918,8762,380612,
seq_750_85,280875,4144058,8791,131894,
seq_750_86,280875,3960459,8763,132187,
seq_750_87,280875,3169040,8735,130839,
seq_750_88,280875,5166573,8741,131088,
seq_750_89,280875,3288909,8767,130918,
seq_750_90,280875,3406635,8776,131694,
seq_750_91,280875,3297646,8725,130930,
seq_750_92,280875,11236003,8757,334887,
seq_750_93,280875,5821375,8695,381637,
seq_750_94,280875,5004428,8737,131508,
seq_750_95,280875,3358113,8765,130786,
seq_750_96,280875,5187648,8745,250121,
seq_750_97,280875,3238243,8768,131181,
seq_750_98,280875,4127557,8782,140240,
seq_750_99,280875,3652578,8763,252208,
seq_800_0,319600,4015214,9422,140447,
seq_800_1,319600,7302727,9449,247812,
seq_800_2,319600,4089466,9485,267981,
seq_800_3,319600,4555021,9423,141693,
seq_800_4,319600,6763924,9445,341605,
seq_800_5,319600,6216958,9448,254555,
seq_800_6,319600,4246204,9531,143033,
seq_800_7,319600,6047350,9429,145209,
seq_800_8,319600,3899375,9527,144716,
seq_800_9,319600,6349850,9478,146721,
seq_800_10,319600,4936312,9466,205246,
seq_800_11,319600,4197264,9513,247217,
seq_800_12,319600,6472332,9452,196161,
seq_800_13,319600,4933867,9525,265782,
seq_800_14,319600,4280612,9473,153561,
seq_800_15,319600,6063861,9447,176617,
seq_800_16,319600,3631739,9463,141252,
seq_800_17,319600,6088671,9474,154442,
seq_800_18,319600,3873513,9452,262935,
seq_800_19,319600,4514044,9460,141558,
seq_800_20,319600,5512313,9463,262908,
seq_800_21,319600,5238316,9480,142759,
seq_800_22,319600,4737191,9494,159015,
seq_800_23,319600,4506150,9396,288397,
seq_800_24,319600,3605251,9520,142006,
seq_800_25,319600,8217137,9473,142408,
seq_800_26,319600,3631478,9492,140915,
seq_800_27,319600,4230814,9467,155267,
seq_800_28,319600,6030897,9466,319478,
seq_800_29,319600,4273146,9419,181980,
seq_800_30,319600,4271957,9490,150546,
seq_800_31,319600,4528032,9460,159592,
seq_800_32,319600,3702596,9487,141760,
seq_800_33,319600,7501697,9438,239512,
seq_800_34,319600,3761771,9436,141544,
seq_800_35,319600,5605222,9453,150698,
seq_800_36,319600,4016611,9461,141163,
seq_800_37,319600,3898534,9444,228316,
seq_800_38,319600,6142242,9528,272689,
seq_800_39,319600,3869315,9427,151748,
seq_800_40,319600,5866228,9456,142561,
seq_800_41,319600,5861836,9489,141860,
seq_800_42,319600,3980867,9462,142083,
seq_800_43,319600,5935886,9460,279932,
seq_800_44,319600,3624428,9468,273905,
seq_800_45,319600,6297893,9442,142217,
seq_800_46,319600,6327131,9498,798267,
seq_800_47,319600,3820555,9491,141956,
seq_800_48,319600,8207764,9424,270527,
seq_800_49,319600,11433410,9434,169754,
seq_800_50,319600,6782634,9438,313820,
seq_800_51,319600,4051599,9486,142310,
seq_800_52,319600,5560533,9473,142929,
seq_800_53,319600,3731721,9430,141079,
seq_800_54,319600,4157298,9469,141433,
seq_800_55,319600,6907761,9423,156725,
seq_800_56,319600,4018223,9432,141806,
seq_800_57,319600,4146527,9478,141471,
seq_800_58,319600,7045638,9482,263978,
seq_800_59,319600,4056624,9463,141174,
seq_800_60,319600,6118425,9497,173766,
seq_800_61,319600,3572907,9473,141016,
seq_800_62,319600,6854704,9471,225602,
seq_800_63,319600,4530190,9470,278039,
seq_800_64,319600,3763603,9490,141796,
seq_800_65,319600,5973865,9495,227262,
seq_800_66,319600,6558666,9469,251597,
seq_800_67,319600,3756309,9461,206822,
seq_800_68,319600,5772141,9484,172084,
seq_800_69,319600,3781548,9453,142364,
seq_800_70,319600,6264866,9472,150273,
seq_800_71,319600,6580876,9439,279821,
seq_800_72,319600,4463556,9453,143430,
seq_800_73,319600,5002663,9486,142601,
seq_800_74,319600,3835765,9458,141406,
seq_800_75,319600,3596601,9444,141449,
seq_800_76,319600,4737692,9476,154642,
seq_800_77,319600,4893087,9456,544060,
seq_800_78,319600,3998377,9488,256824,
seq_800_79,319600,8671953,9479,182154,
seq_800_80,319600,3876324,9443,141533,
seq_800_81,319600,3826744,9492,142228,
seq_800_82,319600,4729605,9427,213237,
seq_800_83,319600,4628982,9437,142018,
seq_800_84,319600,5811869,9467,238485,
seq_800_85,319600,3703746,9465,166304,
seq_800_86,319600,3643917,9408,170697,
seq_800_87,319600,5849552,9439,174248,
seq_800_88,319600,5324698,9490,737706,
seq_800_89,319600,6111513,9429,142858,
seq_800_90,319600,6309897,9438,306584,
seq_800_91,319600,4732611,9445,144256,
seq_800_92,319600,5134607,9495,144429,
seq_800_93,319600,4173261,9499,3973564,
seq_800_94,319600,5911837,9452,254298,
seq_800_95,319600,5063574,9428,140944,
seq_800_96,319600,5223218,9463,144131,
seq_800_97,319600,3850809,9482,142230,
seq_800_98,319600,5162741,9412,215854,
seq_800_99,319600,5596938,9463,226876,
seq_850_0,360825,4204858,10145,145435,
seq_850_1,360825,6567452,10131,247164,
seq_850_2,360825,5464503,10170,639455,
seq_850_3,360825,5636109,10117,154540,
seq_850_4,360825,5875499,10161,278553,
seq_850_5,360825,6868247,10166,155350,
seq_850_6,360825,4328763,10193,152270,
seq_850_7,360825,5089167,10161,152968,
seq_850_8,360825,10407869,10180,356145,
seq_850_9,360825,6041165,10142,362368,
seq_850_10,360825,5089670,10117,153080,
seq_850_11,360825,5863046,10140,153664,
seq_850_12,360825,4832120,10132,258625,
seq_850_13,360825,4657960,10184,161040,
seq_850_14,360825,5697091,10159,200516,
seq_850_15,360825,3610691,10133,152407,
seq_850_16,360825,4258399,10195,151937,
seq_850_17,360825,4611463,10195,264223,
seq_850_18,360825,3656031,10152,152443,
seq_850_19,360825,6520365,10169,341337,
seq_850_20,360825,3921904,10154,151802,
seq_850_21,360825,3912084,10166,152463,
seq_850_22,360825,4919090,10139,655189,
seq_850_23,360825,4502787,10145,151963,
seq_850_24,360825,5846145,10171,152096,
seq_850_25,360825,4069847,10174,291114,
seq_850_26,360825,5302252,10146,158334,
seq_850_27,360825,4001387,10185,295406,
seq_850_28,360825,3805098,10152,151193,
seq_850_29,360825,4687895,10165,344352,
seq_850_30,360825,4917682,10147,150595,
seq_850_31,360825,5964871,10157,196280,
seq_850_32,360825,4260457,10207,152155,
seq_850_33,360825,3902012,10144,151194,
seq_850_34,360825,6164159,10145,249013,
seq_850_35,360825,3754101,10175,151535,
seq_850_36,360825,6763330,10232,233948,
seq_850_37,360825,3810450,10232,153370,
seq_850_38,360825,4533810,10077,159004,
seq_850_39,360825,5097936,10179,278397,
seq_850_40,360825,4019118,10196,183979,
seq_850_41,360825,5516889,10109,293416,
seq_850_42,360825,6772977,10133,300000,
seq_850_43,360825,3657151,10161,152360,
seq_850_44,360825,5714719,10151,304820,
seq_850_45,360825,3577320,10154,152640,
seq_850_46,360825,5313611,10181,151252,
seq_850_47,360825,4665353,10158,602444,
seq_850_48,360825,4974804,10138,152016,
seq_850_49,360825,5669296,10176,177228,
seq_850_50,360825,5479814,10155,154663,
seq_850_51,360825,5444200,10171,225964,
seq_850_52,360825,5961924,10145,273030,
seq_850_53,360825,3601735,10207,151830,
seq_850_54,360825,5804394,10115,275091,
seq_850_55,360825,4845077,10147,151621,
seq_850_56,360825,4811850,10159,161544,
seq_850_57,360825,4653110,10170,317329,
seq_850_58,360825,3629978,10131,151376,
seq_850_59,360825,7708067,10151,277074,
seq_850_60,360825,3731482,10135,150879,
seq_850_61,360825,5786806,10136,231598,
seq_850_62,360825,4383998,10203,299827,
seq_850_63,360825,3649445,10127,152217,
seq_850_64,360825,6997967,10176,151244,
seq_850_65,360825,3642911,10175,152234,
seq_850_66,360825,4822025,10197,214343,
seq_850_67,360825,3846866,10135,277616,
seq_850_68,360825,4169346,10207,151498,
seq_850_69,360825,7460589,10124,275297,
seq_850_70,360825,3967278,10150,152391,
seq_850_71,360825,4416166,10158,152450,
seq_850_72,360825,4307701,10164,294266,
seq_850_73,360825,5296005,10147,233316,
seq_850_74,360825,5183377,10137,158052,
seq_850_75,360825,4020811,10150,692639,
seq_850_76,360825,3861068,10170,151224,
seq_850_77,360825,6284408,10113,322677,
seq_850_78,360825,3998610,10178,154791,
seq_850_79,360825,4633485,10180,152262,
seq_850_80,360825,4441555,10176,314800,
seq_850_81,360825,10290376,10179,349795,
seq_850_82,360825,6198845,10178,6821772,
seq_850_83,360825,5114483,10177,506889,
seq_850_84,360825,4062704,10166,157300,
seq_850_85,360825,6678297,10202,162049,
seq_850_86,360825,3583710,10160,151669,
seq_850_87,360825,3781871,10180,153187,
seq_850_88,360825,9996422,10108,1311086,
seq_850_89,360825,6199840,10221,388451,
seq_850_90,360825,5438959,10163,216432,
seq_850_91,360825,4345407,10157,179748,
seq_850_92,360825,7279705,10192,151864,
seq_850_93,360825,3702429,10149,150390,
seq_850_94,360825,7126226,10165,151590,
seq_850_95,360825,3867136,10161,150419,
seq_850_96,360825,4250348,10187,152109,
seq_850_97,360825,6985346,10179,159474,
seq_850_98,360825,15236732,10118,304525,
seq_850_99,360825,5736304,10186,152277,
seq_900_0,404550,4441361,10865,162153,
seq_900_1,404550,4995080,10891,162827,
seq_900_2,404550,7733622,10837,170634,
seq_900_3,404550,4384150,10836,195738,
seq_900_4,404550,5431489,10818,284921,
seq_900_5,404550,5732424,10876,226867,
seq_900_6,404550,5953571,10843,332968,
seq_900_7,404550,4155947,10881,162448,
seq_900_8,404550,6850749,10855,174142,
seq_900_9,404550,4720782,10850,161747,
seq_900_10,404550,4633832,10905,161911,
seq_900_11,404550,6796429,10832,162099,
seq_900_12,404550,4213025,10842,172385,
seq_900_13,404550,4243120,10838,161119,
seq_900_14,404550,6324873,10888,169840,
seq_900_15,404550,4392670,10869,163098,
seq_900_16,404550,6846548,10848,322182,
seq_900_17,404550,5771910,10887,285013,
seq_900_18,404550,5611756,10858,162311,
seq_900_19,404550,5394392,10899,205858,
seq_900_20,404550,4636341,10818,357745,
seq_900_21,404550,4257786,10920,163310,
seq_900_22,404550,7942360,10868,179662,
seq_900_23,404550,4304197,10833,248046,
seq_900_24,404550,4335258,10871,171194,
seq_900_25,404550,5961876,10877,175221,
seq_900_26,404550,6418555,10864,199263,
seq_900_27,404550,4207756,10841,160878,
seq_900_28,404550,7268775,10900,285688,
seq_900_29,404550,5088070,10837,664210,
seq_900_30,404550,4772306,10840,160546,
seq_900_31,404550,5465757,10928,162719,
seq_900_32,404550,4294168,10944,317266,
seq_900_33,404550,5833096,10890,188459,
seq_900_34,404550,5105681,10885,163408,
seq_900_35,404550,5734252,10878,162311,
seq_900_36,404550,4599078,10878,163327,
seq_900_37,404550,4219858,10857,161881,
seq_900_38,404550,5937764,10840,307344,
seq_900_39,404550,4852253,10895,164827,
seq_900_40,404550,5529128,10857,266198,
seq_900_41,404550,7766256,10895,318936,
seq_900_42,404550,4162893,10910,163036,
seq_900_43,404550,4422617,10895,163343,
seq_900_44,404550,9696586,10895,213047,
seq_900_45,404550,4239147,10901,163644,
seq_900_46,404550,5663900,10843,251633,
seq_900_47,404550,5449864,10863,319254,
seq_900_48,404550,4372844,10868,195720,
seq_900_49,404550,7061123,10923,164181,
seq_900_50,404550,7380039,10901,306151,
seq_900_51,404550,4567276,10880,185372,
seq_900_52,404550,7958493,10880,171439,
seq_900_53,404550,6949646,10806,298071,
seq_900_54,404550,4557832,10873,171405,
seq_900_55,404550,6421194,10879,166860,
seq_900_56,404550,4347391,10902,183499,
seq_900_57,404550,5906215,10860,348761,
seq_900_58,404550,4528756,10898,165066,
seq_900_59,404550,6158705,10909,196126,
seq_900_60,404550,4629906,10812,1195911,
seq_900_61,404550,4514433,10860,171604,
seq_900_62,404550,6195851,10960,184333,
seq_900_63,404550,4303777,10870,166377,
seq_900_64,404550,4180787,10916,163112,
seq_900_65,404550,6299351,10908,290530,
seq_900_66,404550,4424604,10827,161621,
seq_900_67,404550,4218416,10865,174853,
seq_900_68,404550,6664455,10883,299090,
seq_900_69,404550,4517094,10930,162568,
seq_900_70,404550,6013600,10872,233951,
seq_900_71,404550,5463897,10885,177996,
seq_900_72,404550,4713639,10907,163440,
seq_900_73,404550,5216885,10862,332967,
seq_900_74,404550,5157660,10851,272328,
seq_900_75,404550,6906645,10862,331631,
seq_900_76,404550,4267070,10856,178151,
seq_900_77,404550,4640236,10869,141566,
seq_900_78,404550,3959804,10897,190797,
seq_900_79,404550,5087969,10897,144540,
seq_900_80,404550,3604931,10887,143150,
seq_900_81,404550,4487156,10862,151743,
seq_900_82,404550,4453228,10884,167630,
seq_900_83,404550,4631930,10843,157311,
seq_900_84,404550,5264268,10862,263262,
seq_900_85,404550,4177748,10887,143120,
seq_900_86,404550,5930347,10868,522339,
seq_900_87,404550,5191945,10832,188398,
seq_900_88,404550,4958912,10884,157344,
seq_900_89,404550,4139857,10891,272646,
seq_900_90,404550,4013633,10924,144560,
seq_900_91,404550,4199343,10890,284672,
seq_900_92,404550,4222997,10890,162249,
seq_900_93,404550,4184539,10895,261088,
seq_900_94,404550,4287073,10891,145804,
seq_900_95,404550,4450534,10911,218349,
seq_900_96,404550,3883567,10885,144041,
seq_900_97,404550,6377976,10862,354233,
seq_900_98,404550,4157695,10908,157208,
seq_900_99,404550,5293670,10840,142447,
seq_950_0,450775,4172695,11658,153641,
seq_950_1,450775,4897971,11569,151351,
seq_950_2,450775,7529607,11603,913223,
seq_950_3,450775,4722650,11540,152377,
seq_950_4,450775,5339113,11625,195242,
seq_950_5,450775,8186888,11574,370025,
seq_950_6,450775,4761209,11570,152480,
seq_950_7,450775,4925087,11614,151944,
seq_950_8,450775,5507471,11590,371657,
seq_950_9,450775,4565767,11559,228779,
seq_950_10,450775,6228412,11580,169176,
seq_950_11,450775,4476994,11559,152992,
seq_950_12,450775,4813649,11655,152670,
seq_950_13,450775,5194590,11676,656482,
seq_950_14,450775,6248086,11598,153379,
seq_950_15,450775,5776035,11661,152616,
seq_950_16,450775,4241082,11636,167355,
seq_950_17,450775,4668216,11618,182396,
seq_950_18,450775,5298085,11668,203647,
seq_950_19,450775,5455920,11569,153019,
seq_950_20,450775,5209427,11632,152510,
seq_950_21,450775,4739026,11546,177046,
seq_950_22,450775,5178395,11554,153018,
seq_950_23,450775,5477821,11656,273260,
seq_950_24,450775,4243886,11556,151030,
seq_950_25,450775,10471656,11536,151163,
seq_950_26,450775,32728571,11566,153439,
seq_950_27,450775,7347008,11606,182910,
seq_950_28,450775,4781959,11574,291254,
seq_950_29,450775,4293509,11612,152158,
seq_950_30,450775,5211540,11620,771194,
seq_950_31,450775,4828241,11609,184090,
seq_950_32,450775,4831351,11600,203145,
seq_950_33,450775,5613534,11567,282098,
seq_950_34,450775,4901423,11598,206778,
seq_950_35,450775,7746131,11646,184120,
seq_950_36,450775,5098724,11631,240912,
seq_950_37,450775,4616301,11630,152682,
seq_950_38,450775,5655194,11572,987624,
seq_950_39,450775,4179556,11607,152436,
seq_950_40,450775,5040336,11608,199033,
seq_950_41,450775,5323327,11641,211720,
seq_950_42,450775,4317594,11615,156323,
seq_950_43,450775,8087205,11564,228292,
seq_950_44,450775,4489628,11580,151719,
seq_950_45,450775,4459333,11628,178419,
seq_950_46,450775,7085668,11629,214417,
seq_950_47,450775,4442079,11614,151449,
seq_950_48,450775,5908209,11579,194658,
seq_950_49,450775,4334504,11627,152853,
seq_950_50,450775,4802871,11525,151036,
seq_950_51,450775,6131618,11613,288419,
seq_950_52,450775,5346701,11621,155658,
seq_950_53,450775,5532156,11627,152930,
seq_950_54,450775,4178697,11626,151653,
seq_950_55,450775,4841928,11561,151135,
seq_950_56,450775,5357226,11595,224583,
seq_950_57,450775,5295943,11597,152126,
seq_950_58,450775,6089566,11625,153196,
seq_950_59,450775,4839891,11572,150831,
seq_950_60,450775,5105796,11576,172377,
seq_950_61,450775,5033109,11596,331877,
seq_950_62,450775,4134549,11614,152500,
seq_950_63,450775,7562330,11585,173306,
seq_950_64,450775,6158209,11574,178172,
seq_950_65,450775,5388337,11524,173792,
seq_950_66,450775,6754075,11575,173711,
seq_950_67,450775,6024768,11610,347783,
seq_950_68,450775,4391984,11593,151825,
seq_950_69,450775,5900210,11529,363544,
seq_950_70,450775,5081445,11581,151722,
seq_950_71,450775,6072940,11639,152986,
seq_950_72,450775,5318777,11569,1284329,
seq_950_73,450775,5306058,11612,177502,
seq_950_74,450775,5394660,11553,265502,
seq_950_75,450775,6011200,11582,763216,
seq_950_76,450775,4496605,11586,151949,
seq_950_77,450775,4962178,11581,151994,
seq_950_78,450775,4480569,11570,151387,
seq_950_79,450775,5858974,11575,152441,
seq_950_80,450775,4991023,11565,805620,
seq_950_81,450775,5732445,11559,171206,
seq_950_82,450775,5196440,11607,152948,
seq_950_83,450775,4568292,11587,151709,
seq_950_84,450775,5410399,11585,153075,
seq_950_85,450775,5346366,11562,191217,
seq_950_86,450775,4371401,11611,152300,
seq_950_87,450775,7228209,11626,151422,
seq_950_88,450775,4193659,11588,181845,
seq_950_89,450775,5050836,11662,235456,
seq_950_90,450775,5267940,11613,310433,
seq_950_91,450775,4422956,11634,152398,
seq_950_92,450775,6226237,11622,179095,
seq_950_93,450775,4750921,11571,182728,
seq_950_94,450775,4705306,11614,293699,
seq_950_95,450775,6002693,11594,244260,
seq_950_96,450775,6172663,11503,150489,
seq_950_97,450775,5053208,11591,182551,
seq_950_98,450775,4173936,11613,150992,
seq_950_99,450775,4093925,11537,151413,
seq_1000_0,499500,8553950,12332,197868,
seq_1000_1,499500,5100973,12346,186828,
seq_1000_2,499500,5021795,12322,188679,
seq_1000_3,499500,6834377,12325,196202,
seq_1000_4,499500,5092733,12313,161567,
seq_1000_5,499500,5379539,12356,161995,
seq_1000_6,499500,6292227,12286,352856,
seq_1000_7,499500,4939106,12376,170327,
seq_1000_8,499500,7016123,12300,168383,
seq_1000_9,499500,6013119,12346,251450,
seq_1000_10,499500,5106707,12308,187731,
seq_1000_11,499500,7081717,12372,209663,
seq_1000_12,499500,5408425,12292,257960,
seq_1000_13,499500,4505827,12337,163136,
seq_1000_14,499500,9217367,12333,319942,
seq_1000_15,499500,5242859,12397,297099,
seq_1000_16,499500,4886316,12351,162192,
seq_1000_17,499500,6511345,12363,184514,
seq_1000_18,499500,5109884,12332,197046,
seq_1000_19,499500,5509565,12455,162742,
seq_1000_20,499500,5508140,12356,858616,
seq_1000_21,499500,8171209,12338,712544,
seq_1000_22,499500,5141152,12357,161096,
seq_1000_23,499500,8305973,12296,298539,
seq_1000_24,499500,5341825,12331,202848,
seq_1000_25,499500,5116139,12389,273577,
seq_1000_26,499500,7098711,12331,197722,
seq_1000_27,499500,5111908,12281,161487,
seq_1000_28,499500,4999364,12344,195671,
seq_1000_29,499500,6471091,12308,205890,
seq_1000_30,499500,4869243,12330,212825,
seq_1000_31,499500,5366714,12355,265927,
seq_1000_32,499500,5643364,12284,197315,
seq_1000_33,499500,5367687,12385,194087,
seq_1000_34,499500,7350015,12302,258955,
seq_1000_35,499500,6218825,12370,190642,
seq_1000_36,499500,4837959,12362,161196,
seq_1000_37,499500,6926287,12314,345479,
seq_1000_38,499500,4840577,12346,322026,
seq_1000_39,499500,5263097,12330,187749,
seq_1000_40,499500,6724737,12347,194156,
seq_1000_41,499500,5268849,12332,198970,
seq_1000_42,499500,5591177,12282,160639,
seq_1000_43,499500,7569052,12304,292258,
seq_1000_44,499500,4929518,12394,162762,
seq_1000_45,499500,5219874,12354,161829,
seq_1000_46,499500,8983496,12310,317545,
seq_1000_47,499500,5933331,12303,237962,
seq_1000_48,499500,5043736,12294,196121,
seq_1000_49,499500,7587037,12327,258810,
seq_1000_50,499500,5317234,12268,443520,
seq_1000_51,499500,4512162,12267,160834,
seq_1000_52,499500,7085224,12324,334952,
seq_1000_53,499500,4911531,12292,161254,
seq_1000_54,499500,7632812,12340,161861,
seq_1000_55,499500,5697978,12317,161068,
seq_1000_56,499500,7656904,12305,445255,
seq_1000_57,499500,5658201,12315,288276,
seq_1000_58,499500,5895240,12320,210255,
seq_1000_59,499500,6397831,12359,302665,
seq_1000_60,499500,8285129,12382,291023,
seq_1000_61,499500,4871998,12301,161511,
seq_1000_62,499500,6110041,12352,387023,
seq_1000_63,499500,5474748,12325,354565,
seq_1000_64,499500,5130389,12316,162385,
seq_1000_65,499500,5951855,12316,163258,
seq_1000_66,499500,6541399,12361,190842,
seq_1000_67,499500,4933152,12361,190620,
seq_1000_68,499500,5004988,12314,207488,
seq_1000_69,499500,5991749,12276,287207,
seq_1000_70,499500,6420427,12375,162581,
seq_1000_71,499500,5903434,12382,183975,
seq_1000_72,499500,5612414,12412,322698,
seq_1000_73,499500,6699033,12327,160674,
seq_1000_74,499500,6495422,12358,172745,
seq_1000_75,499500,6817608,12350,339626,
seq_1000_76,499500,4841869,12293,178514,
seq_1000_77,499500,6573368,12384,211638,
seq_1000_78,499500,4818441,12369,172547,
seq_1000_79,499500,5033174,12318,244732,
seq_1000_80,499500,6474636,12263,205080,
seq_1000_81,499500,5951678,12359,189057,
seq_1000_82,499500,5086708,12320,162395,
seq_1000_83,499500,7798521,12398,197363,
seq_1000_84,499500,5158321,12370,162011,
seq_1000_85,499500,6535267,12273,205169,
seq_1000_86,499500,5753732,12309,323215,
seq_1000_87,499500,5765023,12339,185261,
seq_1000_88,499500,6796739,12292,222956,
seq_1000_89,499500,5373526,12279,188015,
seq_1000_90,499500,4680984,12344,161227,
seq_1000_91,499500,7885245,12371,342424,
seq_1000_92,499500,4515718,12372,161294,
seq_1000_93,499500,6067309,12390,163084,
seq_1000_94,499500,5773388,12298,160902,
seq_1000_95,499500,5247952,12338,187408,
seq_1000_96,499500,4901825,12269,162256,
seq_1000_97,499500,6224262,12363,204388,
seq_1000_98,499500,6425628,12333,161791,
seq_1000_99,499500,5656294,12314,188459,
seq_1050_0,550725,6555469,13019,293092,
seq_1050_1,550725,6367678,13014,170296,
seq_1050_2,550725,5754103,12992,170124,
seq_1050_3,550725,7998403,13042,356511,
seq_1050_4,550725,5318891,13071,189356,
seq_1050_5,550725,6489847,13007,203866,
seq_1050_6,550725,7383940,13092,173494,
seq_1050_7,550725,6859284,13021,373071,
seq_1050_8,550725,6149134,13105,172787,
seq_1050_9,550725,6542236,13109,171308,
seq_1050_10,550725,5290949,13056,767793,
seq_1050_11,550725,8914292,13046,200168,
seq_1050_12,550725,6183673,13079,173684,
seq_1050_13,550725,7147276,13037,172306,
seq_1050_14,550725,5422406,13055,193739,
seq_1050_15,550725,5901428,13036,197006,
seq_1050_16,550725,7043645,13112,210594,
seq_1050_17,550725,5834669,13075,188242,
seq_1050_18,550725,5575279,13076,189069,
seq_1050_19,550725,7831870,13097,225586,
seq_1050_20,550725,5966833,13089,1893754,
seq_1050_21,550725,6520237,13078,171324,
seq_1050_22,550725,5579446,13105,172367,
seq_1050_23,550725,7412391,13061,229064,
seq_1050_24,550725,5549283,13077,172218,
seq_1050_25,550725,6144598,13046,174770,
seq_1050_26,550725,7852458,13124,366279,
seq_1050_27,550725,5412743,13042,172426,
seq_1050_28,550725,7367117,13090,172800,
seq_1050_29,550725,6407531,13011,171771,
seq_1050_30,550725,6944450,13036,195901,
